CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
0,1,624,0,624
627,2,488,0,1115
1118,3,231,0,1349
1352,4,337,0,1689
1692,5,222,0,1914
1917,6,130,0,2047
2050,7,317,0,2367
2370,8,439,0,2809
2812,9,942,0,3754
AverageTurnaroundTime: ,1963.1
