CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
3916,4,453,433,
3939,5,647,627,
3962,6,126,106,
3985,7,242,222,
4008,8,435,415,
4031,9,515,495,
4054,10,522,502,
4077,11,762,742,
4100,12,789,769,
4123,13,775,755,
4146,14,584,564,
4169,15,409,389,
4192,17,184,164,
4215,18,166,146,
4238,19,91,71,
4261,1,385,365,
4284,2,772,752,
4307,3,792,772,
4330,4,433,413,
4353,5,627,607,
4376,6,106,86,
4399,7,222,202,
4422,8,415,395,
4445,9,495,475,
4468,10,502,482,
4491,11,742,722,
4514,12,769,749,
4537,13,755,735,
4560,14,564,544,
4583,15,389,369,
4606,17,164,144,
4629,18,146,126,
4652,19,71,51,
4675,1,365,345,
4698,2,752,732,
4721,3,772,752,
4744,4,413,393,
4767,5,607,587,
4790,6,86,66,
4813,7,202,182,
4836,8,395,375,
4859,9,475,455,
4882,10,482,462,
4905,11,722,702,
4928,12,749,729,
4951,13,735,715,
4974,14,544,524,
4997,15,369,349,
5020,17,144,124,
5043,18,126,106,
5066,19,51,31,
5089,1,345,325,
5112,2,732,712,
5135,3,752,732,
5158,4,393,373,
5181,5,587,567,
5204,6,66,46,
5227,7,182,162,
5250,8,375,355,
5273,9,455,435,
5296,10,462,442,
5319,11,702,682,
5342,12,729,709,
5365,13,715,695,
5388,14,524,504,
5411,15,349,329,
5434,17,124,104,
5457,18,106,86,
5480,19,31,11,
5503,1,325,305,
5526,2,712,692,
5549,3,732,712,
5572,4,373,353,
5595,5,567,547,
5618,6,46,26,
5641,7,162,142,
5664,8,355,335,
5687,9,435,415,
5710,10,442,422,
5733,11,682,662,
5756,12,709,689,
5779,13,695,675,
5802,14,504,484,
5825,15,329,309,
5848,17,104,84,
5871,18,86,66,
5894,19,11,0,5905
5908,1,305,285,
5931,2,692,672,
5954,3,712,692,
5977,4,353,333,
6000,5,547,527,
6023,6,26,6,
6046,7,142,122,
6069,8,335,315,
6092,9,415,395,
6115,10,422,402,
6138,11,662,642,
6161,12,689,669,
6184,13,675,655,
6207,14,484,464,
6230,15,309,289,
6253,17,84,64,
6276,18,66,46,
6299,1,285,265,
6322,2,672,652,
6345,3,692,672,
6368,4,333,313,
6391,5,527,507,
6414,6,6,0,6420
6423,7,122,102,
6446,8,315,295,
6469,9,395,375,
6492,10,402,382,
6515,11,642,622,
6538,12,669,649,
6561,13,655,635,
6584,14,464,444,
6607,15,289,269,
6630,17,64,44,
6653,18,46,26,
6676,1,265,245,
6699,2,652,632,
6722,3,672,652,
6745,4,313,293,
6768,5,507,487,
6791,7,102,82,
6814,8,295,275,
6837,9,375,355,
6860,10,382,362,
6883,11,622,602,
6906,12,649,629,
6929,13,635,615,
6952,14,444,424,
6975,15,269,249,
6998,17,44,24,
7021,18,26,6,
7044,1,245,225,
7067,2,632,612,
7090,3,652,632,
7113,4,293,273,
7136,5,487,467,
7159,7,82,62,
7182,8,275,255,
7205,9,355,335,
7228,10,362,342,
7251,11,602,582,
7274,12,629,609,
7297,13,615,595,
7320,14,424,404,
7343,15,249,229,
7366,17,24,4,
7389,18,6,0,7395
7398,1,225,205,
7421,2,612,592,
7444,3,632,612,
7467,4,273,253,
7490,5,467,447,
7513,7,62,42,
7536,8,255,235,
7559,9,335,315,
7582,10,342,322,
7605,11,582,562,
7628,12,609,589,
7651,13,595,575,
7674,14,404,384,
7697,15,229,209,
7720,17,4,0,7724
7727,1,205,185,
7750,2,592,572,
7773,3,612,592,
7796,4,253,233,
7819,5,447,427,
7842,7,42,22,
7865,8,235,215,
7888,9,315,295,
7911,10,322,302,
7934,11,562,542,
7957,12,589,569,
7980,13,575,555,
8003,14,384,364,
8026,15,209,189,
8049,1,185,165,
8072,2,572,552,
8095,3,592,572,
8118,4,233,213,
8141,5,427,407,
8164,7,22,2,
8187,8,215,195,
8210,9,295,275,
8233,10,302,282,
8256,11,542,522,
8279,12,569,549,
8302,13,555,535,
8325,14,364,344,
8348,15,189,169,
8371,1,165,145,
8394,2,552,532,
8417,3,572,552,
8440,4,213,193,
8463,5,407,387,
8486,7,2,0,8488
8491,8,195,175,
8514,9,275,255,
8537,10,282,262,
8560,11,522,502,
8583,12,549,529,
8606,13,535,515,
8629,14,344,324,
8652,15,169,149,
8675,1,145,125,
8698,2,532,512,
8721,3,552,532,
8744,4,193,173,
8767,5,387,367,
8790,8,175,155,
8813,9,255,235,
8836,10,262,242,
8859,11,502,482,
8882,12,529,509,
8905,13,515,495,
8928,14,324,304,
8951,15,149,129,
8974,1,125,105,
8997,2,512,492,
9020,3,532,512,
9043,4,173,153,
9066,5,367,347,
9089,8,155,135,
9112,9,235,215,
9135,10,242,222,
9158,11,482,462,
9181,12,509,489,
9204,13,495,475,
9227,14,304,284,
9250,15,129,109,
9273,1,105,85,
9296,2,492,472,
9319,3,512,492,
9342,4,153,133,
9365,5,347,327,
9388,8,135,115,
9411,9,215,195,
9434,10,222,202,
9457,11,462,442,
9480,12,489,469,
9503,13,475,455,
9526,14,284,264,
9549,15,109,89,
9572,1,85,65,
9595,2,472,452,
9618,3,492,472,
9641,4,133,113,
9664,5,327,307,
9687,8,115,95,
9710,9,195,175,
9733,10,202,182,
9756,11,442,422,
9779,12,469,449,
9802,13,455,435,
9825,14,264,244,
9848,15,89,69,
9871,1,65,45,
9894,2,452,432,
9917,3,472,452,
9940,4,113,93,
9963,5,307,287,
9986,8,95,75,
10009,9,175,155,
10032,10,182,162,
10055,11,422,402,
10078,12,449,429,
10101,13,435,415,
10124,14,244,224,
10147,15,69,49,
10170,1,45,25,
10193,2,432,412,
10216,3,452,432,
10239,4,93,73,
10262,5,287,267,
10285,8,75,55,
10308,9,155,135,
10331,10,162,142,
10354,11,402,382,
10377,12,429,409,
10400,13,415,395,
10423,14,224,204,
10446,15,49,29,
10469,1,25,5,
10492,2,412,392,
10515,3,432,412,
10538,4,73,53,
10561,5,267,247,
10584,8,55,35,
10607,9,135,115,
10630,10,142,122,
10653,11,382,362,
10676,12,409,389,
10699,13,395,375,
10722,14,204,184,
10745,15,29,9,
10768,1,5,0,10773
10776,2,392,372,
10799,3,412,392,
10822,4,53,33,
10845,5,247,227,
10868,8,35,15,
10891,9,115,95,
10914,10,122,102,
10937,11,362,342,
10960,12,389,369,
10983,13,375,355,
11006,14,184,164,
11029,15,9,0,11038
11041,2,372,352,
11064,3,392,372,
11087,4,33,13,
11110,5,227,207,
11133,8,15,0,11148
11151,9,95,75,
11174,10,102,82,
11197,11,342,322,
11220,12,369,349,
11243,13,355,335,
11266,14,164,144,
11289,2,352,332,
11312,3,372,352,
11335,4,13,0,11348
11351,5,207,187,
11374,9,75,55,
11397,10,82,62,
11420,11,322,302,
11443,12,349,329,
11466,13,335,315,
11489,14,144,124,
11512,2,332,312,
11535,3,352,332,
11558,5,187,167,
11581,9,55,35,
11604,10,62,42,
11627,11,302,282,
11650,12,329,309,
11673,13,315,295,
11696,14,124,104,
11719,2,312,292,
11742,3,332,312,
11765,5,167,147,
11788,9,35,15,
11811,10,42,22,
11834,11,282,262,
11857,12,309,289,
11880,13,295,275,
11903,14,104,84,
11926,2,292,272,
11949,3,312,292,
11972,5,147,127,
11995,9,15,0,12010
12013,10,22,2,
12036,11,262,242,
12059,12,289,269,
12082,13,275,255,
12105,14,84,64,
12128,2,272,252,
12151,3,292,272,
12174,5,127,107,
12197,10,2,0,12199
12202,11,242,222,
12225,12,269,249,
12248,13,255,235,
12271,14,64,44,
12294,2,252,232,
12317,3,272,252,
12340,5,107,87,
12363,11,222,202,
12386,12,249,229,
12409,13,235,215,
12432,14,44,24,
12455,2,232,212,
12478,3,252,232,
12501,5,87,67,
12524,11,202,182,
12547,12,229,209,
12570,13,215,195,
12593,14,24,4,
12616,2,212,192,
12639,3,232,212,
12662,5,67,47,
12685,11,182,162,
12708,12,209,189,
12731,13,195,175,
12754,14,4,0,12758
12761,2,192,172,
12784,3,212,192,
12807,5,47,27,
12830,11,162,142,
12853,12,189,169,
12876,13,175,155,
12899,2,172,152,
12922,3,192,172,
12945,5,27,7,
12968,11,142,122,
12991,12,169,149,
13014,13,155,135,
13037,2,152,132,
13060,3,172,152,
13083,5,7,0,13090
13093,11,122,102,
13116,12,149,129,
13139,13,135,115,
13162,2,132,112,
13185,3,152,132,
13208,11,102,82,
13231,12,129,109,
13254,13,115,95,
13277,2,112,92,
13300,3,132,112,
13323,11,82,62,
13346,12,109,89,
13369,13,95,75,
13392,2,92,72,
13415,3,112,92,
13438,11,62,42,
13461,12,89,69,
13484,13,75,55,
13507,2,72,52,
13530,3,92,72,
13553,11,42,22,
13576,12,69,49,
13599,13,55,35,
13622,2,52,32,
13645,3,72,52,
13668,11,22,2,
13691,12,49,29,
13714,13,35,15,
13737,2,32,12,
13760,3,52,32,
13783,11,2,0,13785
13788,12,29,9,
13811,13,15,0,13826
13829,2,12,0,13841
13844,3,32,12,
13867,12,9,0,13876
13879,3,12,0,13891
AverageTurnaroundTime: ,10634.1
