CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
0,1,596,0,596
599,2,222,0,821
824,3,123,0,947
950,4,209,0,1159
1162,5,609,0,1771
1774,6,814,0,2588
2591,7,204,0,2795
2798,8,308,0,3106
3109,9,333,0,3442
AverageTurnaroundTime: ,1913.9
