CpuTime, PID, StartingBurstTime, EndingBurstTime, CompletionTime
11868,14,64,44,
11891,16,407,387,
11914,17,437,417,
11937,22,339,319,
11960,23,136,116,
11983,24,220,200,
12006,26,294,274,
12029,1,451,431,
12052,2,511,491,
12075,3,203,183,
12098,5,449,429,
12121,6,280,260,
12144,7,292,272,
12167,9,365,345,
12190,10,93,73,
12213,12,394,374,
12236,14,44,24,
12259,16,387,367,
12282,17,417,397,
12305,22,319,299,
12328,23,116,96,
12351,24,200,180,
12374,26,274,254,
12397,1,431,411,
12420,2,491,471,
12443,3,183,163,
12466,5,429,409,
12489,6,260,240,
12512,7,272,252,
12535,9,345,325,
12558,10,73,53,
12581,12,374,354,
12604,14,24,4,
12627,16,367,347,
12650,17,397,377,
12673,22,299,279,
12696,23,96,76,
12719,24,180,160,
12742,26,254,234,
12765,1,411,391,
12788,2,471,451,
12811,3,163,143,
12834,5,409,389,
12857,6,240,220,
12880,7,252,232,
12903,9,325,305,
12926,10,53,33,
12949,12,354,334,
12972,14,4,0,12976
12979,16,347,327,
13002,17,377,357,
13025,22,279,259,
13048,23,76,56,
13071,24,160,140,
13094,26,234,214,
13117,1,391,371,
13140,2,451,431,
13163,3,143,123,
13186,5,389,369,
13209,6,220,200,
13232,7,232,212,
13255,9,305,285,
13278,10,33,13,
13301,12,334,314,
13324,16,327,307,
13347,17,357,337,
13370,22,259,239,
13393,23,56,36,
13416,24,140,120,
13439,26,214,194,
13462,1,371,351,
13485,2,431,411,
13508,3,123,103,
13531,5,369,349,
13554,6,200,180,
13577,7,212,192,
13600,9,285,265,
13623,10,13,0,13636
13639,12,314,294,
13662,16,307,287,
13685,17,337,317,
13708,22,239,219,
13731,23,36,16,
13754,24,120,100,
13777,26,194,174,
13800,1,351,331,
13823,2,411,391,
13846,3,103,83,
13869,5,349,329,
13892,6,180,160,
13915,7,192,172,
13938,9,265,245,
13961,12,294,274,
13984,16,287,267,
14007,17,317,297,
14030,22,219,199,
14053,23,16,0,14069
14072,24,100,80,
14095,26,174,154,
14118,1,331,311,
14141,2,391,371,
14164,3,83,63,
14187,5,329,309,
14210,6,160,140,
14233,7,172,152,
14256,9,245,225,
14279,12,274,254,
14302,16,267,247,
14325,17,297,277,
14348,22,199,179,
14371,24,80,60,
14394,26,154,134,
14417,1,311,291,
14440,2,371,351,
14463,3,63,43,
14486,5,309,289,
14509,6,140,120,
14532,7,152,132,
14555,9,225,205,
14578,12,254,234,
14601,16,247,227,
14624,17,277,257,
14647,22,179,159,
14670,24,60,40,
14693,26,134,114,
14716,1,291,271,
14739,2,351,331,
14762,3,43,23,
14785,5,289,269,
14808,6,120,100,
14831,7,132,112,
14854,9,205,185,
14877,12,234,214,
14900,16,227,207,
14923,17,257,237,
14946,22,159,139,
14969,24,40,20,
14992,26,114,94,
15015,1,271,251,
15038,2,331,311,
15061,3,23,3,
15084,5,269,249,
15107,6,100,80,
15130,7,112,92,
15153,9,185,165,
15176,12,214,194,
15199,16,207,187,
15222,17,237,217,
15245,22,139,119,
15268,24,20,0,15288
15291,26,94,74,
15314,1,251,231,
15337,2,311,291,
15360,3,3,0,15363
15366,5,249,229,
15389,6,80,60,
15412,7,92,72,
15435,9,165,145,
15458,12,194,174,
15481,16,187,167,
15504,17,217,197,
15527,22,119,99,
15550,26,74,54,
15573,1,231,211,
15596,2,291,271,
15619,5,229,209,
15642,6,60,40,
15665,7,72,52,
15688,9,145,125,
15711,12,174,154,
15734,16,167,147,
15757,17,197,177,
15780,22,99,79,
15803,26,54,34,
15826,1,211,191,
15849,2,271,251,
15872,5,209,189,
15895,6,40,20,
15918,7,52,32,
15941,9,125,105,
15964,12,154,134,
15987,16,147,127,
16010,17,177,157,
16033,22,79,59,
16056,26,34,14,
16079,1,191,171,
16102,2,251,231,
16125,5,189,169,
16148,6,20,0,16168
16171,7,32,12,
16194,9,105,85,
16217,12,134,114,
16240,16,127,107,
16263,17,157,137,
16286,22,59,39,
16309,26,14,0,16323
16326,1,171,151,
16349,2,231,211,
16372,5,169,149,
16395,7,12,0,16407
16410,9,85,65,
16433,12,114,94,
16456,16,107,87,
16479,17,137,117,
16502,22,39,19,
16525,1,151,131,
16548,2,211,191,
16571,5,149,129,
16594,9,65,45,
16617,12,94,74,
16640,16,87,67,
16663,17,117,97,
16686,22,19,0,16705
16708,1,131,111,
16731,2,191,171,
16754,5,129,109,
16777,9,45,25,
16800,12,74,54,
16823,16,67,47,
16846,17,97,77,
16869,1,111,91,
16892,2,171,151,
16915,5,109,89,
16938,9,25,5,
16961,12,54,34,
16984,16,47,27,
17007,17,77,57,
17030,1,91,71,
17053,2,151,131,
17076,5,89,69,
17099,9,5,0,17104
17107,12,34,14,
17130,16,27,7,
17153,17,57,37,
17176,1,71,51,
17199,2,131,111,
17222,5,69,49,
17245,12,14,0,17259
17262,16,7,0,17269
17272,17,37,17,
17295,1,51,31,
17318,2,111,91,
17341,5,49,29,
17364,17,17,0,17381
17384,1,31,11,
17407,2,91,71,
17430,5,29,9,
17453,1,11,0,17464
17467,2,71,51,
17490,5,9,0,17499
17502,2,51,31,
17525,2,31,11,
17548,2,11,0,17559
AverageTurnaroundTime: ,12381.3
